confidence_level,tail_probability,return_quantile,VaR_rate,ES_rate,VaR_money,ES_money
0.95,0.050000000000000044,-0.0194971510688609,0.0194971510688609,0.026714530413452307,1949715106.88609,2671453041.3452306
0.99,0.010000000000000009,-0.030683349682352513,0.030683349682352513,0.039620960547920255,3068334968.2352514,3962096054.7920256
