n,mean,sd,min,q01,q05,median,q95,q99,max,skewness,kurtosis,excess_kurtosis
2199,3.9143910120450603e-4,0.012659277212826156,-0.0529833074553022,-0.030683349682352524,-0.019497151068860904,3.6527478498806073e-4,0.02038621509615809,0.032157109444660756,0.05541516582058834,0.047983253185420884,4.232765393034288,1.2327653930342883
