n_obs,sample_start,sample_end,mean_ret,sd_ret,min_ret,max_ret,skewness,excess_kurtosis,jb_p,lb_ret_p,lb_sq_p,arch_lm_p,adf_ret_p
4081,2010-01-05,2026-05-20,0.03188991613266202,1.1864168406103917,-6.910236483100363,6.546904849399837,-0.7785689042174059,3.9651935856549754,0,4.6536935279783975e-6,0,7.579714285267766e-94,0.01
