date,model,VaR,loss
2016-02-03,Historical simulation,3.117961627100076,-0.48720715237164924
2016-02-04,Historical simulation,3.117961627100076,-0.5697283311718593
2016-02-05,Historical simulation,3.117961627100076,-0.47842579065386914
2016-02-15,Historical simulation,3.117961627100076,0.17638309090859394
2016-02-16,Historical simulation,3.117961627100076,-0.7803380746088884
2016-02-17,Historical simulation,3.117961627100076,0.18263177389332697
2016-02-18,Historical simulation,3.117961627100076,-0.9895127757798328
2016-02-19,Historical simulation,3.117961627100076,-0.27835032250891345
2016-02-22,Historical simulation,3.117961627100076,-1.1985000914196853
2016-02-23,Historical simulation,3.117961627100076,-0.10160519238802124
2016-02-24,Historical simulation,3.117961627100076,-1.1971949033048546
2016-02-25,Historical simulation,3.117961627100076,0.9231977565287153
2016-02-26,Historical simulation,3.117961627100076,-0.5828544398617019
2016-02-29,Historical simulation,3.117961627100076,1.1977255168456935
2016-03-01,Historical simulation,3.117961627100076,-0.39074746620650913
2016-03-02,Historical simulation,3.117961627100076,-1.5233475347528724
2016-03-03,Historical simulation,3.117961627100076,-0.03682369383257722
2016-03-04,Historical simulation,3.117961627100076,-0.5699116855547359
2016-03-07,Historical simulation,3.117961627100076,-0.443536840527603
2016-03-08,Historical simulation,3.117961627100076,0.25892569053089787
2016-03-09,Historical simulation,3.117961627100076,0.5233695936724736
2016-03-10,Historical simulation,3.117961627100076,-0.731952867919361
2016-03-11,Historical simulation,3.117961627100076,-0.23413731136399107
2016-03-14,Historical simulation,3.117961627100076,-0.12464943963594877
2016-03-15,Historical simulation,3.117961627100076,0.6840185694856338
2016-03-16,Historical simulation,3.117961627100076,-0.5264496004749653
2016-03-17,Historical simulation,3.117961627100076,-0.3787850559053396
2016-03-18,Historical simulation,3.117961627100076,0.5956315008942781
2016-03-21,Historical simulation,3.117961627100076,0.6184203875923444
2016-03-22,Historical simulation,3.117961627100076,0.23793289623741387
2016-03-23,Historical simulation,3.117961627100076,-0.663398672582538
2016-03-24,Historical simulation,3.117961627100076,0.7071980022770319
2016-03-25,Historical simulation,3.117961627100076,-0.24852560177919258
2016-03-28,Historical simulation,3.117961627100076,-0.634258965432899
2016-03-29,Historical simulation,3.117961627100076,1.3007176390593678
2016-03-30,Historical simulation,3.117961627100076,-0.28641986211912496
2016-03-31,Historical simulation,3.117961627100076,1.5365468113031078
2016-04-01,Historical simulation,3.117961627100076,0.4983710578638778
2016-04-04,Historical simulation,3.117961627100076,0.4684774105442102
2016-04-05,Historical simulation,3.117961627100076,-0.8063548269531928
2016-04-06,Historical simulation,3.117961627100076,-1.324358295113992
2016-04-07,Historical simulation,3.117961627100076,-0.668781400708518
2016-04-08,Historical simulation,3.117961627100076,-0.12937743294596515
2016-04-11,Historical simulation,3.117961627100076,-1.2035469737385007
2016-04-12,Historical simulation,3.117961627100076,-0.09835132920033018
2016-04-13,Historical simulation,3.117961627100076,0.31437332646966354
2016-04-14,Historical simulation,3.117961627100076,-0.25399362256592894
2016-04-15,Historical simulation,3.117961627100076,-0.06382887179228192
2016-04-19,Historical simulation,3.117961627100076,2.0172440089569754
